PDB_ID	H_chain_ID	L_chain_ID	Ag_chain_ID(s)	Affinity_KD(nM)	Affinity_method	Affinity_temp(K)	Remark
7mji	E	N.A.	B	N.A.	N.A.	N.A.	N.A.
7mjj	D	E	A	N.A.	N.A.	N.A.	N.A.
7mjk	D	E	A	N.A.	N.A.	N.A.	N.A.
7mjl	H	L	A	N.A.	N.A.	N.A.	N.A.
7mjs	H	L	X	N.A.	N.A.	N.A.	N.A.
7mjt	A	B	C	N.A.	N.A.	N.A.	N.A.
7mk6	A	B	C	N.A.	N.A.	N.A.	N.A.
7mkl	H	L	A	6.5	BLI	N.A.	N.A.
7mkm	H	L	A	6.5	BLI	N.A.	spike RBD;local refinement
7mlh	E	D	B	0.474	SPR	298	N.A.
7mlu	L	M	A;B	N.A.	N.A.	N.A.	N.A.
7mlv	F	K	D	N.A.	N.A.	N.A.	N.A.
7mly	L	M	A;B	N.A.	N.A.	N.A.	N.A.
7mlz	H	L	A	2.55	BLI	303	N.A.
7mm0	H	L	A	2.55	BLI	303	N.A.
7mmn	H	L	I;K	N.A.	N.A.	N.A.	N.A.
7mmo	A	B	C;F	4.01	SPR	N.A.	N.A.
7mn8	D	C	B	N.A.	N.A.	N.A.	N.A.
7mnl	H	L	A	N.A.	N.A.	N.A.	N.A.
7mnm	H	L	A	N.A.	N.A.	N.A.	N.A.
7mnn	H	L	A	N.A.	N.A.	N.A.	N.A.
7mno	H	L	A	N.A.	N.A.	N.A.	N.A.
7mrz	X	Y	C	N.A.	N.A.	N.A.	N.A.
7msq	H	L	A	4	BLI	298	N.A.
7mta	H	L	G	N.A.	N.A.	N.A.	N.A.
7mtb	H	L	G	N.A.	N.A.	N.A.	N.A.
7mub	A	B	C	N.A.	N.A.	N.A.	N.A.
7mw2	H	L	B;C	N.A.	N.A.	N.A.	N.A.
7mw3	H	L	C	N.A.	N.A.	N.A.	N.A.
7mw4	H	L	C	N.A.	N.A.	N.A.	N.A.
7mw5	H	L	C	N.A.	N.A.	N.A.	N.A.
7mw6	H	L	C	N.A.	N.A.	N.A.	N.A.
7mww	H	L	E	N.A.	N.A.	N.A.	N.A.
7mwx	A	B	C	N.A.	N.A.	N.A.	N.A.
7mxd	X	Y	F	19.5	SPR	N.A.	N.A.
7mxd	S	U	G	N.A.	N.A.	N.A.	N.A.
7mxe	H	L	D;G	N.A.	N.A.	N.A.	N.A.
7mxe	R	W	J	N.A.	N.A.	N.A.	N.A.
7mxl	A	B	C	0.475	SPR	N.A.	25 or 37 C
7mxl	H	L	C	3.24	SPR	N.A.	25 or 37 C
7mxl	J	K	C	1.81	SPR	N.A.	25 or 37 C
7mxp	H	L	C	N.A.	N.A.	N.A.	N.A.
7my2	A	N.A.	B	0.82	BLI	N.A.	N.A.
7my3	E	N.A.	A	<0.001	BLI	N.A.	N.A.
7myz	H	L	C	N.A.	N.A.	N.A.	N.A.
7mzf	H	L	A	5.69	BLI	298	N.A.
7mzg	H	L	A	1.1	BLI	298	N.A.
7mzh	H	L	E	8.12	BLI	298	N.A.
7mzi	H	L	A	16.1	BLI	298	N.A.
7mzj	F	E	A	16.1	BLI	298	N.A.
7mzj	H	L	A	0.5	BLI	298	N.A.
7mzk	F	E	A	16.1	BLI	298	N.A.
7mzk	H	L	A	2.6	BLI	298	N.A.
7mzl	H	L	A	0.91	BLI	298	N.A.
7mzm	H	L	A	0.24	BLI	298	N.A.
7mzn	H	L	A	0.38	BLI	298	N.A.
7n0a	B	A	C	0.074	SPR	N.A.	N.A.
7n0g	X	N.A.	A	47.1	SPR	298	structure for Ab-spike;KD for Ab-RBD
7n0h	X	N.A.	A	47.1	SPR	298	structure for Ab-spike;KD for Ab-RBD
7n0r	C	N.A.	A	1.1	SPR	298	N.A.
7n0u	H	L	C	0.475	SPR	N.A.	25 or 37 C
7n0v	H	L	C	1.81	SPR	N.A.	25 or 37 C
7n28	C	D	A	N.A.	N.A.	N.A.	N.A.
7n28	X	Y	F	33.1	SPR	N.A.	N.A.
7n3c	H	L	C	N.A.	N.A.	N.A.	N.A.
7n3d	H	L	C	N.A.	N.A.	N.A.	N.A.
7n3i	H	L	C	29.05	BLI	303	N.A.
7n4i	H	L	C	<0.001	BLI	303	important KD data paper
7n4j	H	L	A	0.0212	BLI	303	N.A.
7n4l	H	L	A	0.0106	BLI	303	N.A.
7n4m	H	L	A	<0.001	BLI	303	N.A.
7n4n	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7n5h	H	L	A	3.26	SPR	298	N.A.
7n62	H	L	A	N.A.	N.A.	N.A.	N.A.
7n65	C	D	A	3.2	BLI	296	N.A.
7n8h	E	D	A;F	N.A.	N.A.	N.A.	N.A.
7n8h	J	I	A;F	N.A.	N.A.	N.A.	N.A.
7n8i	H	L	A	N.A.	N.A.	N.A.	N.A.
7n8q	H	L	G	2.54	SPR	298	N.A.
7n9a	A	N.A.	E	N.A.	N.A.	N.A.	N.A.
7n9b	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7n9c	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
7n9t	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
7n9v	L	N.A.	A	N.A.	N.A.	N.A.	N.A.
7na9	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7ncs	H	L	A	N.A.	N.A.	N.A.	N.A.
7nd0	H	L	A	N.A.	N.A.	N.A.	N.A.
7nd3	H	L	B	N.A.	N.A.	N.A.	N.A.
7nd4	H	L	C	1.2	BLI	N.A.	N.A.
7nd5	H	L	B	0.9	BLI	N.A.	N.A.
7nd6	H	L	B	0.7	BLI	N.A.	N.A.
7nd7	H	L	A	2	BLI	N.A.	N.A.
7nd8	H	L	B	2.7	BLI	N.A.	N.A.
7nd9	H	L	B	1.5	BLI	N.A.	N.A.
7ndb	H	L	B	3.1	BLI	N.A.	N.A.
7ndc	H	L	B	1.1	BLI	N.A.	N.A.
7ndd	H	L	B	1.1	BLI	N.A.	N.A.
7ndf	D	N.A.	A	9	grating coupled interferometry	298	N.A.
7neg	H	L	E	2.2	BLI	N.A.	N.A.
7neh	H	L	E	2.2	BLI	N.A.	N.A.
7neq	D	C	A;B	N.A.	N.A.	N.A.	N.A.
7nez	D	C	A;B	N.A.	N.A.	N.A.	N.A.
7nfd	D	C	A;B	N.A.	N.A.	N.A.	N.A.
7nfq	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7nfr	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7nft	C	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7ngh	D	N.A.	B	N.A.	N.A.	N.A.	N.A.
7niu	C	B	A	N.A.	N.A.	N.A.	N.A.
7niu	E	D	A	N.A.	N.A.	N.A.	N.A.
7niv	C	B	A	N.A.	N.A.	N.A.	N.A.
7niv	E	D	A	N.A.	N.A.	N.A.	N.A.
7niw	C	B	A	N.A.	N.A.	N.A.	N.A.
7nks	H	L	A	N.A.	N.A.	N.A.	N.A.
7nkt	B	N.A.	A	3.66	BLI	N.A.	N.A.
7nll	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
7nmu	D	N.A.	A	0.57	SPR	298	N.A.
7now	A	N.A.	B	<0.01	BLI	298	N.A.
7np1	H	L	A	1.5	SPR	298	important KD data paper
7nqa	C	N.A.	A;B	<0.01	BLI	298	N.A.
7nqk	B	N.A.	A	26.3	BLI	N.A.	N.A.
7nrh	H	L	A	N.A.	N.A.	N.A.	N.A.
7ns6	T	N.A.	I	N.A.	N.A.	N.A.	N.A.
7ntc	H	L	C	N.A.	N.A.	N.A.	N.A.
7nvl	N	N.A.	E	86	BLI	298	N.A.
7nvm	N	N.A.	E	86	BLI	298	N.A.
7nvn	N	N.A.	E	86	BLI	298	N.A.
7nwl	D	E	B	N.A.	N.A.	N.A.	N.A.
7nx0	E	N.A.	B	N.A.	N.A.	N.A.	N.A.
7nx3	B	C	A;F	N.A.	N.A.	N.A.	N.A.
7nx6	A	B	E	1.36	BLI	303	N.A.
7nx6	H	L	E	N.A.	BLI	303	N.A.
7nx7	A	B	E	5.16	BLI	303	N.A.
7nx7	H	L	E	N.A.	BLI	303	N.A.
7nx8	A	B	E	3.96	BLI	303	N.A.
7nx8	H	L	E	N.A.	BLI	303	N.A.
7nx9	A	B	E	N.A.	BLI	303	N.A.
7nx9	H	L	E	N.A.	BLI	303	N.A.
7nxa	A	B	E	N.A.	BLI	303	N.A.
7nxa	H	L	E	N.A.	BLI	303	N.A.
7nxb	A	B	E	1.92	BLI	303	N.A.
7nxb	H	L	E	N.A.	BLI	303	N.A.
7nxx	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7o06	A	N.A.	C	N.A.	N.A.	N.A.	N.A.
7o0s	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
7o3b	A	N.A.	G	N.A.	N.A.	N.A.	N.A.
7o52	H	L	U	24.8	BLI	N.A.	N.A.
7o9s	H	L	A	N.A.	N.A.	N.A.	N.A.
7o9w	C	B	A	N.A.	N.A.	N.A.	N.A.
7oan	F	N.A.	A	0.35	SPR	298	important KD data paper
7oao	B	N.A.	A	0.099	SPR	298	N.A.
7oap	A	N.A.	B	0.615	SPR	298	N.A.
7oap	C	N.A.	B	0.025	SPR	298	N.A.
7oaq	A	N.A.	B	0.725	SPR	298	N.A.
7oaq	C	N.A.	B	0.102	SPR	298	N.A.
7oau	B	N.A.	A	2.523	SPR	298	N.A.
7oay	D	N.A.	C	0.04	SPR	298	N.A.
7ocj	E	N.A.	A;C	80	fluorescence polarization	303	N.A.
7oh0	C	B	A	N.A.	N.A.	N.A.	N.A.
7oh1	E	D	A	N.A.	N.A.	N.A.	N.A.
7oly	H	L	C	N.A.	N.A.	N.A.	N.A.
7olz	B	N.A.	A	4	BLI	298	important KD data paper
7olz	C	N.A.	A	0.002	BLI	298	N.A.
7om4	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7omm	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7omm	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7or9	A	B	E	0.25	BLI	303	N.A.
7or9	H	L	E	1.6	BLI	303	N.A.
7ora	D	E	C	N.A.	N.A.	N.A.	N.A.
7ora	H	L	C	0.78	BLI	303	N.A.
7orb	A	B	R	N.A.	N.A.	N.A.	N.A.
7orb	H	L	R	1.6	BLI	303	N.A.
7ox1	A	B	G	1.81	BLI	298	N.A.
7ox2	D	E	M	0.24	BLI	298	N.A.
7ox3	A	B	C	0.13	BLI	298	N.A.
7ox4	A	B	C	N.A.	N.A.	N.A.	N.A.
7p14	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7p16	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7p2d	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7p40	F	B	A	N.A.	N.A.	N.A.	N.A.
7p5v	G	N.A.	A	22	SPR	293	N.A.
7p5w	G	N.A.	A	35	SPR	293	N.A.
7p5y	G	N.A.	A	913	SPR	293	N.A.
7p60	G	N.A.	B	17	SPR	293	N.A.
7p6k	G	N.A.	B	170	SPR	293	N.A.
